gene_id,logFC_21,logCPM_21,F_21,PValue_21,FDR_21,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,logFC_8p,logCPM_8p,F_8p,PValue_8p,FDR_8p
ENSG00000154978,-0.284467063,5.857291316,36.80882424,4.44E-05,0.001000117,VOPP1,7,55436056,55572988,-,5364,protein_coding,"VOPP1, WBP1/VOPP1 family member [Source:HGNC Symbol;Acc:HGNC:34518]",-,-0.361071148,6.551397399,17.0288614,0.001113154,0.013646551
ENSG00000113966,-0.504829652,4.167957062,36.56305893,4.59E-05,0.00102729,ARL6,3,97764521,97801242,+,4574,protein_coding,ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210],-,-0.459496298,3.442231303,15.00116657,0.001810519,0.01873792
ENSG00000167107,0.472061818,3.467485718,36.53853065,4.60E-05,0.001029213,ACSF2,17,50426158,50474845,+,5797,protein_coding,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101],-,0.834380975,3.473083573,31.82094393,7.08E-05,0.002942825
ENSG00000104738,-0.350344982,8.967174448,36.15874497,4.84E-05,0.001070628,MCM4,8,47960185,47978160,+,6973,protein_coding,minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947],-,-0.580940812,9.190132627,64.28864517,1.74E-06,3.62E-04
ENSG00000187535,0.38319131,4.950917052,36.12854813,4.86E-05,0.001073424,IFT140,16,1510427,1612110,-,8168,protein_coding,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077],-,0.620796677,4.949836763,24.32534798,2.48E-04,0.005815091
ENSG00000198919,0.300099466,6.032981537,35.91992733,5.00E-05,0.001093152,DZIP3,3,108589682,108694846,+,6972,protein_coding,DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938],-,0.491939595,6.13229765,40.67001485,2.07E-05,0.00136453
ENSG00000099866,0.838632603,0.751586895,35.83453442,5.06E-05,0.001100257,MADCAM1,19,489176,505342,+,2651,protein_coding,mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765],-,2.747370682,1.248818009,44.9190337,1.33E-05,0.001050374
ENSG00000166793,1.333064879,0.613082281,35.82004986,5.07E-05,0.001101098,YPEL4,11,57645087,57649944,-,4460,protein_coding,yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328],-,1.717384001,1.05071216,30.2503822,9.20E-05,0.003374832
ENSG00000129946,0.611239414,2.430202003,35.57340784,5.23E-05,0.001130283,SHC2,19,416583,460996,-,4131,protein_coding,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869],-,1.831486898,2.823882897,29.92346548,9.87E-05,0.003531351
ENSG00000132622,0.568413696,2.805771642,35.54719239,5.25E-05,0.001131294,HSPA12B,20,3732667,3753111,+,3151,protein_coding,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193],-,1.006370008,3.303126837,28.93418118,1.12E-04,0.003737027
ENSG00000132646,-0.300012438,8.165166972,35.37551511,5.38E-05,0.001148718,PCNA,20,5114953,5126626,-,1471,protein_coding,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729],-,-0.34284014,7.995363503,11.02011508,0.00530982,0.037703048
ENSG00000188505,0.561284618,2.604398862,35.06852177,5.60E-05,0.001181119,NCCRP1,19,39196961,39201884,+,1978,protein_coding,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33739],-,0.734438585,2.02599621,17.45865937,0.001010641,0.012871277
ENSG00000167755,0.95851732,0.565613396,34.83626346,5.79E-05,0.001200385,KLK6,19,50958631,50969673,-,1976,protein_coding,kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367],-,0.977153186,0.491549659,11.13321838,0.005213322,0.037287136
ENSG00000069956,-0.281497081,8.035080951,34.82491352,5.79E-05,0.001200436,MAPK6,15,51952106,52067372,+,6388,protein_coding,mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879],-,-0.1926612,8.012116423,12.24881396,0.00373531,0.030119383
ENSG00000120645,0.781997039,1.704144263,34.6484416,5.94E-05,0.001226757,IQSEC3,12,66765,178460,+,7686,protein_coding,IQ motif and Sec7 domain 3 [Source:HGNC Symbol;Acc:HGNC:29193],-,1.201377499,1.545269885,14.98015825,0.001824238,0.018815629
ENSG00000110628,0.62121313,2.443732963,34.50570607,6.05E-05,0.001244739,SLC22A18,11,2899721,2925246,+,5316,protein_coding,solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964],-,1.077220095,1.66851704,15.26314861,0.001703135,0.017979841
ENSG00000116133,-0.338292908,9.664013079,34.2167179,6.30E-05,0.00128109,DHCR24,1,54849627,54887271,-,6290,protein_coding,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859],-,-0.685486172,9.83707883,26.06170152,2.12E-04,0.005325065
ENSG00000048162,-0.324925296,4.906950376,34.10021505,6.40E-05,0.001293773,NOP16,5,176383938,176388975,-,2862,protein_coding,NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934],-,-0.74428689,5.336828343,25.14688625,2.14E-04,0.005333362
ENSG00000198176,-0.311241324,7.100603976,34.0561137,6.44E-05,0.001298245,TFDP1,13,113584721,113641470,+,3741,protein_coding,transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749],E2F,-0.295171051,7.158695823,10.39205462,0.006405437,0.042920209
ENSG00000178947,0.61201785,3.668686153,34.40458778,6.45E-05,0.001298245,SMIM10L2A,X,135421943,135428074,+,5230,protein_coding,small integral membrane protein 10 like 2A [Source:HGNC Symbol;Acc:HGNC:34499],-,1.597856335,4.26883588,72.60853338,8.72E-07,2.64E-04
ENSG00000156076,-0.577591944,2.495163707,33.50133356,6.96E-05,0.001377908,WIF1,12,65050626,65121566,-,2368,protein_coding,WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081],-,-1.290201675,2.85779323,33.5245015,5.49E-05,0.002531222
ENSG00000011566,-0.266644523,6.442519258,33.326124,7.13E-05,0.001397167,MAP4K3,2,39249266,39437312,-,6067,protein_coding,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865],-,-0.191093668,6.254873758,10.15393479,0.006887788,0.04500713
ENSG00000147596,-0.390696112,6.698159161,33.23282648,7.23E-05,0.00141067,PRDM14,8,70051651,70071693,-,2443,protein_coding,PR/SET domain 14 [Source:HGNC Symbol;Acc:HGNC:14001],zf-C2H2,-0.715080683,6.716545038,11.4769105,0.005344197,0.03784974
ENSG00000082153,-0.278264121,8.098046624,32.90855554,7.57E-05,0.001458104,BZW1,2,200810594,200827338,+,8085,protein_coding,basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380],-,-0.623334765,8.786077854,49.42907989,7.42E-06,7.56E-04
ENSG00000186280,0.641923517,1.945271099,32.67387333,7.83E-05,0.001492899,KDM4D,11,94973681,94999518,+,2978,protein_coding,lysine demethylase 4D [Source:HGNC Symbol;Acc:HGNC:25498],-,0.983895498,2.0941433,20.45153183,5.28E-04,0.008682606
ENSG00000167216,0.401604984,3.632332938,32.65528763,7.85E-05,0.001494345,KATNAL2,18,46917492,47102243,+,4783,protein_coding,katanin catalytic subunit A1 like 2 [Source:HGNC Symbol;Acc:HGNC:25387],-,0.668252158,2.862540096,10.47343922,0.006251568,0.042195937
ENSG00000088881,1.036717997,-0.021156263,32.49307892,8.04E-05,0.001521715,EBF4,20,2692878,2760108,+,3717,protein_coding,early B cell factor 4 [Source:HGNC Symbol;Acc:HGNC:29278],COE,1.798444197,1.111362122,24.16271622,2.63E-04,0.005949353
ENSG00000061656,0.781556368,2.236285799,32.12510279,8.47E-05,0.001581981,SPAG4,20,35615892,35621049,+,2240,protein_coding,sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214],-,2.296113348,1.654712256,21.46180863,4.69E-04,0.008176577
ENSG00000126218,0.739615006,1.34251102,32.01112671,8.61E-05,0.001601201,F10,13,113122814,113149529,+,2356,protein_coding,coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528],-,1.241194609,1.508232676,16.82644548,0.001174628,0.014061211
ENSG00000017483,-0.358027397,5.787560209,31.38880407,9.44E-05,0.001713262,SLC38A5,X,48458537,48470256,-,4014,protein_coding,solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070],-,-0.980860152,5.668305249,30.77371049,8.98E-05,0.003351366
ENSG00000181513,0.41853853,3.356450212,31.32644543,9.52E-05,0.00172168,ACBD4,17,45132600,45144181,+,3776,protein_coding,acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337],-,0.828736266,2.709824801,12.96912477,0.003067326,0.026485318
ENSG00000188070,0.293386685,5.617158041,31.13105706,9.80E-05,0.001750891,C11orf95,11,63759892,63768775,-,5948,protein_coding,chromosome 11 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:28449],-,0.571577469,5.155163468,12.07902907,0.003916947,0.03099095
ENSG00000153989,-0.270218847,7.011118242,30.9278873,1.01E-04,0.001794905,NUS1,6,117675502,117710640,+,4676,protein_coding,"NUS1, dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]",-,-0.299932809,7.115499381,18.53407923,7.93E-04,0.011108348
ENSG00000185585,0.402645584,4.040460553,30.88523716,1.02E-04,0.001804424,OLFML2A,9,124777158,124814885,+,6746,protein_coding,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270],-,0.986075849,4.678593053,12.87408765,0.003540461,0.029040443
ENSG00000179958,-0.330167292,5.28541704,30.84661538,1.02E-04,0.001810956,DCTPP1,16,30423619,30430075,-,1581,protein_coding,dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777],-,-0.360122938,6.075785743,12.29059372,0.003692139,0.029852887
ENSG00000142273,0.454872227,3.828814756,30.825388,1.03E-04,0.001814762,CBLC,19,44777869,44800652,+,1613,protein_coding,Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961],-,0.829363658,3.472740734,24.77859168,2.28E-04,0.005494883
ENSG00000109971,-0.275326909,10.70352141,30.40173551,1.09E-04,0.001911488,HSPA8,11,123057489,123063230,-,4849,protein_coding,heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241],-,-0.584831352,11.22754988,21.37821238,5.01E-04,0.008429372
ENSG00000060762,-0.380552094,3.404935345,30.39405662,1.09E-04,0.001911679,MPC1,6,166364919,166383013,-,1546,protein_coding,mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606],-,-0.952107084,2.630364267,30.36547095,8.88E-05,0.003333257
ENSG00000133256,0.494535072,3.238859615,30.17784764,1.13E-04,0.001964921,PDE6B,4,625584,670782,+,5086,protein_coding,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786],-,0.729022801,3.192473087,22.58063025,3.45E-04,0.006832571
ENSG00000135763,-0.299015897,5.623870224,30.15276198,1.14E-04,0.001970331,URB2,1,229626234,229660199,+,6001,protein_coding,URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28967],-,-0.532518514,6.032413919,16.00209773,0.001417524,0.015801691
ENSG00000141376,0.358998531,4.368774116,30.01756209,1.16E-04,0.001999288,BCAS3,17,60677453,61392838,+,14101,protein_coding,"BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]",-,0.529536844,4.163908231,13.53582637,0.002635487,0.023996917
ENSG00000131467,-0.305126733,7.718353838,29.89743165,1.18E-04,0.002018725,PSME3,17,42824385,42843758,+,5152,protein_coding,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570],-,-0.681197913,8.264308911,49.51098783,7.35E-06,7.56E-04
ENSG00000120800,-0.420882489,6.590028403,31.07212362,1.23E-04,0.0020846,UTP20,12,101280109,101386616,+,10024,protein_coding,"UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]",-,-0.699527928,6.864171624,21.73700952,4.30E-04,0.007820494
ENSG00000141076,-0.271050632,7.134793813,29.44538655,1.27E-04,0.002120926,UTP4,16,69131291,69231130,+,5681,protein_coding,"UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]",-,-0.528692822,7.016191078,44.27426417,1.33E-05,0.001050374
ENSG00000130720,0.872776611,2.034416749,30.11911935,1.28E-04,0.00213267,FIBCD1,9,130902438,130939286,-,3831,protein_coding,fibrinogen C domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25922],-,1.082704621,1.871996901,19.25621895,6.79E-04,0.010100623
ENSG00000076248,-0.235371194,7.614705911,28.91870294,1.37E-04,0.002243961,UNG,12,109097574,109110992,+,2567,protein_coding,uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572],-,-0.290557022,7.872646726,12.75653656,0.003247711,0.027622398
ENSG00000125630,-0.274038175,6.294477328,28.56783232,1.45E-04,0.002325155,POLR1B,2,112541915,112577150,+,6329,protein_coding,RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:20454],-,-0.631720362,6.611880649,31.29500848,7.68E-05,0.003051374
ENSG00000204851,0.777682882,1.804564098,28.26998293,1.52E-04,0.002409616,PNMA8B,19,46486906,46496498,-,5506,protein_coding,PNMA family member 8B [Source:HGNC Symbol;Acc:HGNC:29206],-,1.311147505,0.889306856,11.64575779,0.004504159,0.034047839
ENSG00000132141,0.814235272,1.21032326,28.17880629,1.54E-04,0.002428406,CCT6B,17,34927859,34981078,-,4334,protein_coding,chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621],-,1.342215516,1.102679051,18.73508663,7.68E-04,0.010857491
ENSG00000069188,0.56751357,3.66456269,28.73738325,1.55E-04,0.00242888,SDK2,17,73334384,73644089,-,11607,protein_coding,sidekick cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:19308],-,1.745997436,3.578468101,32.21044084,8.01E-05,0.003134228
ENSG00000145113,0.815162602,1.086190947,28.01680905,1.59E-04,0.002461195,MUC4,3,195746765,195812277,-,21325,protein_coding,"mucin 4, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7514]",-,0.566276156,3.475863168,9.685029569,0.007966883,0.049264401
ENSG00000154134,0.491542951,2.75572221,28.00648526,1.59E-04,0.002461195,ROBO3,11,124865386,124881470,+,7026,protein_coding,roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433],-,0.650716945,2.888642389,14.40983183,0.002101845,0.020804037
ENSG00000132768,-0.291647237,5.611870571,27.89458044,1.62E-04,0.002500912,DPH2,1,43970000,43973369,+,2930,protein_coding,DPH2 homolog [Source:HGNC Symbol;Acc:HGNC:3004],-,-0.618947971,5.976942892,15.60047811,0.001590077,0.01712963
ENSG00000163444,-0.251153341,7.2770808,27.61157841,1.69E-04,0.002581346,TMEM183A,1,203007386,203024848,+,4026,protein_coding,transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173],-,-0.373687599,7.116576676,13.07051201,0.002983052,0.026001209
ENSG00000166816,0.586893396,2.90444707,27.57325002,1.70E-04,0.002590246,LDHD,16,75111860,75116771,-,2359,protein_coding,lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708],-,1.231278949,3.244215506,26.19945671,1.77E-04,0.004817073
ENSG00000117868,0.267906264,7.363419537,27.33363539,1.77E-04,0.002663577,ESYT2,7,158730995,158830253,-,7098,protein_coding,extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211],-,0.470825828,6.764690345,25.43666678,2.03E-04,0.005193633
ENSG00000181192,0.283927424,6.706901014,27.30850584,1.78E-04,0.002672078,DHTKD1,10,12068972,12123225,+,5281,protein_coding,dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537],-,0.463475867,6.731163688,24.29323694,2.50E-04,0.005815091
ENSG00000164236,-0.419360629,4.44028394,27.27573146,1.79E-04,0.002676628,ANKRD33B,5,10564330,10657816,+,9783,protein_coding,ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240],-,-0.810285573,5.342561885,23.06828475,3.14E-04,0.006430421
ENSG00000130935,-0.271139899,7.276123831,27.00947351,1.87E-04,0.002758371,NOL11,17,67717833,67744531,+,4713,protein_coding,nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557],-,-0.33221577,7.263519367,10.78295222,0.005695879,0.039785347
ENSG00000142619,0.845761852,0.570320607,26.97103291,1.88E-04,0.002768911,PADI3,1,17249098,17284233,+,3189,protein_coding,peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337],-,1.736921761,1.077358697,69.38332816,1.24E-06,3.13E-04
ENSG00000087269,-0.288133366,5.560679125,26.9518715,1.88E-04,0.002774682,NOP14,4,2937933,2963385,-,3538,protein_coding,NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821],-,-0.588674516,6.145440549,16.76764194,0.001184056,0.014115109
ENSG00000103326,-0.263078652,5.913891939,26.88132544,1.91E-04,0.00280214,CAPN15,16,527717,554636,+,7987,protein_coding,calpain 15 [Source:HGNC Symbol;Acc:HGNC:11182],Others,-0.514069112,6.296128922,20.47212962,5.25E-04,0.008654627
ENSG00000037042,0.328209332,4.145524527,26.83224048,1.92E-04,0.002817315,TUBG2,17,42659305,42667006,+,2772,protein_coding,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419],-,0.669816971,3.534118874,16.63005146,0.001221642,0.014390396
ENSG00000178531,-0.417377007,4.947314135,26.81674182,1.93E-04,0.002817315,CTXN1,19,7924485,7926166,-,1274,protein_coding,cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108],-,-0.539702383,5.166032267,15.56911136,0.001573974,0.017005841
ENSG00000166263,-0.31335328,4.242575514,26.73457867,1.95E-04,0.002840515,STXBP4,17,54968727,55173632,+,18055,protein_coding,syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694],-,-0.434917557,4.456855444,12.0509626,0.003948025,0.031136617
ENSG00000113356,-0.239515792,7.41574014,26.61453591,1.99E-04,0.002882388,POLR3G,5,90471748,90514553,+,4019,protein_coding,RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075],-,-0.41930404,7.557154526,14.93903521,0.001838539,0.01886901
ENSG00000065328,-0.253012397,6.056566752,26.41726683,2.06E-04,0.002942501,MCM10,10,13161554,13211104,+,5454,protein_coding,minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043],-,-0.315036988,6.299501642,10.41346581,0.006364021,0.042740151
ENSG00000089116,1.30209382,-0.156902078,26.30999887,2.10E-04,0.002980161,LHX5,12,113462034,113472280,-,3125,protein_coding,LIM homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14216],Homeobox,3.620533359,3.183914679,12.07561853,0.005798689,0.040244266
ENSG00000164163,-0.243177675,7.506660372,26.18009622,2.14E-04,0.00302627,ABCE1,4,145097932,145129179,+,6265,protein_coding,ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69],-,-0.383380282,7.796380717,29.37606194,1.04E-04,0.003613168
ENSG00000171298,0.327364844,6.039508618,26.1593621,2.15E-04,0.003031903,GAA,17,80101556,80119879,+,5156,protein_coding,"glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]",-,0.593538987,6.229658268,20.04568152,5.74E-04,0.009070452
ENSG00000196155,0.419314606,3.483724014,26.06221223,2.19E-04,0.00306208,PLEKHG4,16,67277510,67289499,+,7328,protein_coding,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501],-,0.756607635,3.574233759,30.86906685,8.20E-05,0.003175134
ENSG00000197020,0.559528181,4.897851596,30.27047811,2.22E-04,0.003092861,ZNF100,19,21722766,21767628,-,6612,protein_coding,zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880],zf-C2H2,0.780152747,4.662192718,13.91932702,0.002427551,0.022690121
ENSG00000189266,-0.234768426,7.297506473,25.91863322,2.24E-04,0.00311607,PNRC2,1,23956839,23963462,+,2779,protein_coding,proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158],-,-0.263948229,7.739588047,11.5709869,0.004524308,0.034165129
ENSG00000129244,0.32141307,5.768558548,25.89290108,2.25E-04,0.003119125,ATP1B2,17,7646627,7657768,+,3276,protein_coding,ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805],-,1.320264441,4.774812498,28.03417739,1.60E-04,0.004499439
ENSG00000184990,-0.334891359,5.8480261,25.66746399,2.34E-04,0.003205853,SIVA1,14,104753100,104768494,+,4776,protein_coding,SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712],-,-0.333471411,5.878969282,11.88676296,0.004134954,0.032163665
ENSG00000005100,-0.260113876,6.888533243,25.60228419,2.36E-04,0.003228903,DHX33,17,5440912,5469060,-,5872,protein_coding,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],-,-0.429718129,7.209713639,16.22089993,0.001345339,0.015274101
ENSG00000112659,0.416452802,3.424010122,25.25599372,2.51E-04,0.003364489,CUL9,6,43182175,43224587,+,12251,protein_coding,cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982],-,0.966925988,3.645696386,45.14070499,1.20E-05,9.97E-04
ENSG00000128951,-0.310914832,6.963455385,25.19008685,2.54E-04,0.003394673,DUT,15,48331011,48343373,+,3674,protein_coding,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],-,-0.400771016,7.026334923,23.85374313,2.71E-04,0.005976538
ENSG00000153904,-0.345323029,6.163294111,25.00906803,2.62E-04,0.003460432,DDAH1,1,85318481,85578363,-,4568,protein_coding,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715],-,-0.629499887,6.106326792,28.72031404,1.16E-04,0.003764136
ENSG00000076258,1.024690543,1.411736203,25.9015228,2.79E-04,0.00360514,FMO4,1,171314208,171342084,+,2517,protein_coding,flavin containing monooxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772],-,1.721909274,1.57045664,41.49915417,1.89E-05,0.001318675
ENSG00000132382,-0.280048786,7.170069534,24.58832784,2.82E-04,0.003628194,MYBBP1A,17,4538897,4555631,-,6203,protein_coding,MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546],-,-0.710241636,7.449523119,30.7636763,8.55E-05,0.003280368
ENSG00000115652,-0.258645247,6.244047049,24.57691774,2.82E-04,0.003630497,UXS1,2,106093303,106194339,-,7023,protein_coding,UDP-glucuronate decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:17729],-,-0.425431487,6.086888264,13.07420081,0.002980098,0.025990821
ENSG00000094804,-0.221124937,7.016803189,24.50803771,2.86E-04,0.003651196,CDC6,17,40287633,40304657,+,5557,protein_coding,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744],-,-0.323330567,7.29254065,12.76086439,0.003243883,0.027618652
ENSG00000136937,-0.249074089,6.675949076,24.45816635,2.88E-04,0.00367486,NCBP1,9,97633626,97673748,+,5548,protein_coding,nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658],-,-0.281878005,7.046736736,21.50803405,4.26E-04,0.007817612
ENSG00000086189,-0.239813368,6.026188554,24.41589535,2.90E-04,0.003693783,DIMT1,5,62387254,62403939,-,3736,protein_coding,DIM1 dimethyladenosine transferase 1 homolog [Source:HGNC Symbol;Acc:HGNC:30217],-,-0.337012774,6.075518869,19.56944527,6.34E-04,0.009674524
ENSG00000170703,0.663371407,2.480191203,24.36065912,2.93E-04,0.003712074,TTLL6,17,48762235,48817214,-,5097,protein_coding,tubulin tyrosine ligase like 6 [Source:HGNC Symbol;Acc:HGNC:26664],-,1.464067046,2.57384985,46.9981136,9.73E-06,8.90E-04
ENSG00000165732,-0.228433257,8.728939346,24.35737457,2.93E-04,0.003712074,DDX21,10,68956128,68985073,+,5020,protein_coding,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744],-,-0.654686226,9.250334114,62.13751766,2.11E-06,3.92E-04
ENSG00000171703,0.313418237,4.967086785,24.31073476,2.96E-04,0.003728496,TCEA2,20,64049836,64072347,+,4802,protein_coding,transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614],-,0.417639625,4.62857706,16.99343814,0.001122369,0.01371494
ENSG00000158292,0.30570465,3.868213498,24.19387565,3.02E-04,0.003780516,GPR153,1,6247346,6260975,-,4082,protein_coding,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618],-,0.553493041,3.806349776,12.12396425,0.003868249,0.030751793
ENSG00000012822,0.322577054,4.137905094,24.15298856,3.04E-04,0.003802308,CALCOCO1,12,53708517,53727745,-,8898,protein_coding,calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306],-,0.853436781,4.240981267,38.44957816,2.76E-05,0.001630509
ENSG00000091622,0.442246691,2.756733329,23.73447728,3.28E-04,0.00400499,PITPNM3,17,6451264,6556494,-,10609,protein_coding,PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043],-,1.168207355,2.847551012,20.33840576,5.40E-04,0.008791316
ENSG00000132361,-0.27752038,6.60501808,23.53761919,3.40E-04,0.004114934,CLUH,17,2689386,2712663,-,6900,protein_coding,clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094],-,-0.733517971,7.254138926,22.02841464,4.30E-04,0.007820494
ENSG00000138035,-0.277552163,5.847935813,23.47696325,3.44E-04,0.004145149,PNPT1,2,55634265,55693910,-,5134,protein_coding,polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166],-,-0.354547031,6.306040979,17.44146882,0.001012605,0.012885152
ENSG00000135480,0.383058612,2.87905392,23.42758916,3.47E-04,0.004161121,KRT7,12,52232520,52252186,+,4093,protein_coding,keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445],-,1.011295015,2.861338804,26.25441974,1.76E-04,0.004787898
ENSG00000012061,0.253517393,4.99325973,23.42352237,3.47E-04,0.004161121,ERCC1,19,45407333,45478828,-,5576,protein_coding,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]",-,0.40707528,4.826815612,12.87317999,0.00314644,0.02704178
ENSG00000144815,-0.234210574,5.392296323,23.3737833,3.50E-04,0.004175631,NXPE3,3,101779202,101827392,+,8635,protein_coding,neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238],-,-0.392784359,5.256560653,12.8140347,0.003197324,0.02739926
ENSG00000145833,-0.217089255,7.575154337,22.73620008,3.94E-04,0.004552079,DDX46,5,134758771,134855133,+,9222,protein_coding,DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681],-,-0.347172306,7.602288444,14.38091578,0.002116544,0.020890451
ENSG00000082516,-0.285421426,6.300293528,22.70341179,3.96E-04,0.004565332,GEMIN5,5,154887416,154938209,-,5637,protein_coding,gem nuclear organelle associated protein 5 [Source:HGNC Symbol;Acc:HGNC:20043],-,-0.46029584,6.713397122,20.27272286,5.47E-04,0.008821851
ENSG00000196943,-0.360810382,5.313259028,22.69292979,3.97E-04,0.004565332,NOP9,14,24299862,24309124,+,6033,protein_coding,NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826],-,-0.400123743,5.946641798,17.22701206,0.001063497,0.013235832
